City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
339,Portland,US,45.5234,-122.6762,68.45,60,75,1.01,broken clouds
340,Edzell,GB,56.8095,-2.6549,60.8,93,8,5.39,clear sky
341,Dawlatabad,AF,36.4141,64.9053,88.0,10,0,2.71,clear sky
342,Broome,US,42.2506,-75.833,88.18,42,9,5.01,clear sky
343,Panama City,PA,8.9936,-79.5197,82.92,82,75,6.91,broken clouds
344,Jalalabad,AF,34.4265,70.4515,88.61,37,0,0.43,clear sky
345,Vanino,RU,49.0869,140.2543,48.54,79,99,4.07,overcast clouds
346,Homer,US,59.6425,-151.5483,65.08,76,78,13.0,broken clouds
347,Tigil,RU,57.8,158.6667,50.36,88,100,2.17,overcast clouds
348,Umm Lajj,SA,25.0213,37.2685,83.66,47,25,10.47,scattered clouds
349,South Hill,US,47.1412,-122.2701,64.0,68,75,4.0,broken clouds
350,Port Elizabeth,ZA,-33.918,25.5701,61.09,82,40,11.5,scattered clouds
351,Pemba,MZ,-12.974,40.5178,74.1,73,75,14.0,broken clouds
352,Kavaratti,IN,10.5669,72.642,82.33,76,100,14.03,overcast clouds
353,Hasaki,JP,35.7333,140.8333,66.6,79,100,7.92,overcast clouds
354,Aguimes,ES,27.9054,-15.4461,65.03,64,40,24.16,scattered clouds
355,Waddan,LY,29.1614,16.139,77.79,24,20,14.0,few clouds
356,Visby,SE,57.6409,18.296,57.76,67,1,5.75,clear sky
357,Talcahuano,CL,-36.7167,-73.1167,55.08,62,0,8.05,clear sky
358,Havelock,US,34.8791,-76.9013,81.01,86,100,5.01,overcast clouds
359,Lata,PT,40.1629,-8.3327,59.81,85,1,2.73,clear sky
360,Isiro,CD,2.7739,27.616,67.33,99,100,2.21,moderate rain
361,Northam,GB,51.0333,-4.2167,59.14,95,100,5.53,overcast clouds
362,Dohar,BD,23.5883,90.1469,82.38,87,100,7.74,overcast clouds
363,Dera Ismail Khan,PK,31.8327,70.9024,90.52,38,0,5.59,clear sky
364,Krasnoselkup,RU,65.7,82.4667,30.69,83,25,13.98,scattered clouds
365,Tateyama,JP,34.9833,139.8667,72.1,87,100,14.94,overcast clouds
366,Callaway,US,30.153,-85.5699,84.18,68,100,3.0,overcast clouds
367,Santa Lucia,ES,27.9117,-15.5407,60.12,64,40,13.31,scattered clouds
368,Itaituba,BR,-4.2761,-55.9836,91.56,58,40,1.23,scattered clouds
369,Sitka,US,57.0531,-135.33,52.16,79,98,3.38,light rain
370,Foumban,CM,5.7291,10.9001,62.89,96,87,2.39,light rain
371,Gladstone,AU,-23.85,151.25,52.79,71,0,8.05,clear sky
372,Denpasar,ID,-8.65,115.2167,80.26,94,40,4.45,scattered clouds
373,Berdigestyakh,RU,62.0989,126.6992,51.48,71,98,8.88,overcast clouds
374,Rabo De Peixe,PT,37.8,-25.5833,65.71,77,20,2.64,few clouds
375,Afua,BR,-0.1567,-50.3867,79.3,81,15,7.85,few clouds
376,Wagga Wagga,AU,-35.1167,147.3667,43.21,93,90,1.59,overcast clouds
377,Waingapu,ID,-9.6567,120.2641,76.44,87,16,8.03,few clouds
378,Arinos,BR,-15.9169,-46.1056,77.61,46,78,2.62,broken clouds
379,Boa Vista,BR,2.8197,-60.6733,87.78,66,40,8.05,scattered clouds
380,Buala,SB,-8.145,159.5921,81.46,81,51,5.88,broken clouds
381,Vanimo,PG,-2.6741,141.3028,75.74,87,73,3.38,broken clouds
382,Pine Bluff,US,34.2284,-92.0032,77.07,83,90,8.99,light rain
383,Ossora,RU,59.2353,163.0719,46.09,84,100,2.84,overcast clouds
384,Dingle,PH,10.9995,122.6711,77.02,90,100,2.24,moderate rain
385,Springbok,ZA,-29.6643,17.8865,54.46,36,5,10.54,clear sky
386,Kupang,ID,-10.1667,123.5833,77.07,83,62,12.44,broken clouds
387,Lillesand,NO,58.2488,8.3778,63.34,67,90,2.89,overcast clouds
388,Khatanga,RU,71.9667,102.5,33.12,87,96,10.16,overcast clouds
389,Atherton,GB,53.5237,-2.4935,62.74,75,100,1.99,overcast clouds
390,Manggar,ID,-2.8833,108.2667,81.01,80,50,7.58,scattered clouds
391,Carnarvon,AU,-24.8667,113.6333,59.07,82,55,6.91,broken clouds
392,Richards Bay,ZA,-28.783,32.0377,61.77,80,90,3.69,light rain
393,Kuching,MY,1.55,110.3333,77.22,100,20,0.0,few clouds
394,Uspenka,UA,48.3903,39.1619,55.31,92,97,5.99,overcast clouds
395,Hofn,IS,64.2539,-15.2082,48.67,82,99,7.2,overcast clouds
396,Cayenne,GF,4.9333,-52.3333,80.64,87,90,1.01,overcast clouds
397,Ciudad Bolivar,VE,8.1222,-63.5497,84.36,70,56,8.52,broken clouds
398,Calvinia,ZA,-31.4707,19.776,52.81,27,0,8.32,clear sky
399,Harindanga,IN,22.0383,88.3214,78.78,80,100,15.5,overcast clouds
400,Chara,RU,56.9064,118.2631,63.7,42,99,1.83,overcast clouds
401,Hobyo,SO,5.3505,48.5268,78.24,81,53,20.62,broken clouds
402,Grindavik,IS,63.8424,-22.4338,50.56,81,75,23.49,light rain
403,Sioux Lookout,CA,50.1001,-91.917,84.58,34,75,6.91,broken clouds
404,Sakaiminato,JP,35.55,133.2333,62.58,82,75,5.75,broken clouds
405,Banda Aceh,ID,5.5577,95.3222,79.29,81,100,12.03,overcast clouds
406,Awbari,LY,26.5921,12.7805,85.93,17,0,13.6,clear sky
407,Urozhaynoye,RU,44.7883,44.9228,62.46,74,87,6.33,overcast clouds
408,Ewa Beach,US,21.3156,-158.0072,83.98,57,90,15.99,overcast clouds
409,Sola,VU,-13.8833,167.55,79.5,72,82,9.86,broken clouds
410,Sorland,NO,67.667,12.6934,49.8,87,12,12.88,few clouds
411,Marawi,PH,7.9986,124.2928,68.65,92,96,3.96,overcast clouds
412,Ketchikan,US,55.3422,-131.6461,47.26,94,100,6.04,moderate rain
413,Belmonte,BR,-15.8631,-38.8828,79.3,85,58,8.12,broken clouds
414,Cleethorpes,GB,53.5605,-0.0323,64.49,87,32,8.19,scattered clouds
415,Praia Da Vitoria,PT,38.7333,-27.0667,67.75,88,40,4.05,scattered clouds
416,Daru,PG,-9.0763,143.2092,76.57,91,100,11.86,heavy intensity rain
417,Ouadda,CF,8.0777,22.4007,67.37,97,81,10.78,moderate rain
418,Kushmurun,KZ,52.4503,64.6311,55.51,41,99,6.02,overcast clouds
419,San Ramon,US,37.7799,-121.978,91.81,37,88,7.0,overcast clouds
420,Krasnopavlivka,UA,49.1372,36.3272,55.09,95,99,6.58,overcast clouds
421,Goderich,CA,43.7501,-81.7165,84.2,39,100,16.11,overcast clouds
422,Hamilton,US,39.1834,-84.5333,88.14,47,1,1.99,clear sky
423,Erzin,TR,36.9559,36.2,72.0,74,0,2.37,clear sky
424,Road Town,VG,18.4167,-64.6167,79.2,83,40,38.03,scattered clouds
425,Sladkovo,RU,55.5284,70.3385,49.95,72,5,8.48,clear sky
426,Half Moon Bay,US,37.4636,-122.4286,89.82,58,1,10.36,haze
427,Vardo,NO,70.3705,31.1107,40.98,81,40,6.91,scattered clouds
428,Yeppoon,AU,-23.1333,150.7333,46.18,64,6,6.51,clear sky
429,Maxixe,MZ,-23.8597,35.3472,65.07,74,70,7.27,broken clouds
430,Kimberley,ZA,-28.7323,24.7623,40.69,38,0,8.05,clear sky
431,Gimli,CA,50.6336,-96.9907,68.02,83,82,4.61,broken clouds
432,Port-Gentil,GA,-0.7193,8.7815,78.76,89,90,9.22,moderate rain
433,Phan Thiet,VN,10.9333,108.1,79.38,85,100,8.03,overcast clouds
434,Qarqin,AF,37.4185,66.0436,92.43,10,0,4.85,clear sky
435,Mbengwi,CM,6.0167,10.0,63.18,96,87,4.21,light rain
436,Kulykiv,UA,50.3142,24.8176,56.32,81,100,2.3,overcast clouds
437,Laguna,US,38.421,-121.4238,96.66,36,75,1.99,broken clouds
438,Kompaniyivka,UA,48.2511,32.208,54.73,81,2,7.34,clear sky
439,Kalga,RU,50.9251,118.898,52.65,65,0,1.05,clear sky
440,Kismayo,SO,-0.3582,42.5454,78.4,81,75,14.72,broken clouds
441,Miyako,JP,39.6367,141.9525,64.62,74,100,5.41,overcast clouds
442,San Jose,US,37.3394,-121.895,91.56,35,1,3.0,clear sky
443,Sunrise Manor,US,36.2111,-115.0731,110.82,6,20,17.27,few clouds
444,Stawell,AU,-37.05,142.7667,51.17,99,100,7.29,overcast clouds
445,Le Port,RE,-20.9373,55.2919,73.89,90,16,6.02,light rain
446,Poum,NC,-20.2333,164.0167,73.13,68,100,20.76,overcast clouds
447,Grand-Lahou,CI,5.1367,-5.0242,80.22,84,100,10.89,overcast clouds
448,Pedernales,DO,18.0384,-71.744,87.21,56,62,3.49,broken clouds
449,Mount Gambier,AU,-37.8333,140.7667,55.31,100,90,11.5,light rain
450,Mutis,CO,6.2262,-77.4044,81.54,84,100,6.64,light rain
451,Rawlins,US,41.7911,-107.2387,84.42,17,1,18.41,clear sky
452,Quixeramobim,BR,-5.1992,-39.2928,78.82,46,4,3.51,clear sky
453,Kasongo,CD,-4.45,26.6667,74.32,62,19,2.08,few clouds
454,Lae,PG,-6.7221,146.9847,74.07,88,96,5.01,overcast clouds
455,Wanaka,NZ,-44.7,169.15,47.35,94,100,1.19,overcast clouds
456,Peleduy,RU,59.6289,112.7406,48.94,92,100,9.01,light rain
457,Bagan,RU,54.1001,77.6646,50.97,81,15,8.48,few clouds
458,Arman,RU,59.7,150.1667,41.81,91,100,8.03,overcast clouds
459,Okoneshnikovo,RU,54.8377,75.0834,51.04,82,10,8.52,clear sky
460,Shimoda,JP,34.6667,138.95,70.16,91,95,8.97,overcast clouds
461,Filingue,NE,14.3521,3.3168,93.54,25,18,15.12,few clouds
462,Ayan,RU,56.45,138.1667,38.84,92,100,5.95,overcast clouds
463,Cartagena,CO,10.3997,-75.5144,89.22,70,40,11.5,scattered clouds
464,Brae,GB,60.3964,-1.353,48.11,78,15,5.66,few clouds
465,Tiznit,MA,29.5833,-9.5,61.7,76,15,3.29,few clouds
466,Luwuk,ID,-0.9516,122.7875,77.31,87,51,5.06,broken clouds
467,Deputatskiy,RU,69.3,139.9,35.94,91,100,8.12,moderate rain
468,Flinders,AU,-34.5833,150.8552,51.19,60,2,1.99,clear sky
469,San Luis,AR,-33.295,-66.3356,57.18,46,18,17.69,few clouds
470,Marsaxlokk,MT,35.8419,14.5431,72.09,60,0,2.3,clear sky
471,Envira,BR,-7.3,-70.2167,80.49,75,99,1.9,overcast clouds
472,Mangai,CD,-4.05,19.5333,77.14,49,98,1.59,overcast clouds
473,Calvia,ES,39.5657,2.5062,65.91,90,56,1.52,broken clouds
474,Chicama,PE,-7.8447,-79.1469,64.94,69,40,8.52,scattered clouds
475,Columbus,US,39.9612,-82.9988,88.2,42,40,7.0,scattered clouds
476,Celestun,MX,20.8667,-90.4,85.33,69,100,11.54,overcast clouds
477,Cowra,AU,-33.8333,148.6833,35.06,80,0,2.33,clear sky
478,Pundaguitan,PH,6.3711,126.1689,82.62,75,99,9.91,heavy intensity rain
479,Jumla,NP,29.2747,82.1838,55.51,84,81,2.82,broken clouds
480,Kokopo,PG,-4.352,152.2633,78.33,84,44,8.19,scattered clouds
481,Te Anau,NZ,-45.4167,167.7167,39.54,91,49,1.32,scattered clouds
482,Balch Springs,US,32.7287,-96.6228,86.97,57,40,5.01,scattered clouds
483,Bambanglipuro,ID,-7.95,110.2833,55.6,91,10,2.53,clear sky
484,Nanortalik,GL,60.1432,-45.2371,41.83,78,100,6.4,overcast clouds
485,Bhandaria,BD,22.4861,90.0609,84.04,84,99,10.13,overcast clouds
486,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,84.54,72,29,3.69,scattered clouds
487,Beringovskiy,RU,63.05,179.3167,43.65,74,100,1.16,overcast clouds
488,Radishchevo,RU,52.85,47.8833,56.5,88,85,1.43,moderate rain
489,Port Augusta,AU,-32.5,137.7667,46.54,78,25,5.39,scattered clouds
490,Hami,CN,42.8,93.45,71.8,40,71,15.88,broken clouds
491,Honningsvag,NO,70.9821,25.9704,41.34,82,55,16.26,broken clouds
492,Muros,ES,42.7762,-9.0603,65.84,70,0,8.43,clear sky
493,Oeiras,BR,-7.0253,-42.1311,83.59,35,1,3.87,clear sky
494,Paamiut,GL,61.994,-49.6678,38.89,95,100,11.54,light rain
495,Prince Rupert,CA,54.3161,-130.3201,48.29,87,90,12.66,light rain
496,Villablino,ES,42.9393,-6.3194,63.59,86,77,2.8,broken clouds
497,Kenitra,MA,34.261,-6.5802,66.96,85,1,3.4,clear sky
498,Mitsamiouli,KM,-11.3847,43.2844,78.71,73,82,18.37,broken clouds
499,Calabozo,VE,8.9242,-67.4293,78.6,84,100,4.23,overcast clouds
500,Zhicheng,CN,30.2956,111.5047,73.76,75,37,2.62,scattered clouds
501,Imbituba,BR,-28.24,-48.6703,73.29,82,18,10.56,few clouds
502,Oltenesti,RO,46.5833,27.9,58.6,94,100,9.71,overcast clouds
503,Qasigiannguit,GL,68.8193,-51.1922,44.29,67,20,6.15,few clouds
504,Gidole,ET,5.65,37.3667,57.4,78,90,3.69,overcast clouds
505,Bojnurd,IR,37.4747,57.329,67.95,64,0,2.3,clear sky
506,Cherskiy,RU,68.75,161.3,64.83,35,94,22.12,overcast clouds
507,Sagaing,MM,21.8787,95.9797,81.91,75,100,6.78,overcast clouds
508,Mahebourg,MU,-20.4081,57.7,71.26,94,20,6.91,few clouds
509,Dunmore,US,41.4198,-75.6324,90.0,43,64,11.99,broken clouds
510,Asbury Park,US,40.2204,-74.0121,94.96,45,99,12.86,overcast clouds
511,Anadyr,RU,64.75,177.4833,52.3,66,40,2.35,scattered clouds
512,Hare Bay,CA,48.8499,-54.0148,56.55,79,100,10.87,overcast clouds
513,Monduli,TZ,-3.3,36.45,58.3,89,86,9.51,overcast clouds
514,Doha,QA,25.2867,51.5333,100.38,29,0,6.91,clear sky
515,Nipawin,CA,53.3668,-104.0009,77.04,38,1,8.05,clear sky
516,Medak,IN,18.0333,78.2667,78.66,67,87,6.73,overcast clouds
517,Ulaanbaatar,MN,47.9077,106.8832,66.33,30,75,5.64,broken clouds
518,Saint-Augustin,CA,51.226,-58.6502,48.54,88,100,12.3,overcast clouds
519,Usinsk,RU,65.9939,57.5281,46.9,94,81,11.77,broken clouds
520,Portage,US,41.1667,-81.1998,85.95,38,1,9.22,clear sky
521,Aksarka,RU,66.5606,67.7975,41.83,58,88,6.44,overcast clouds
522,Korla,CN,41.7597,86.1469,75.72,26,43,8.68,scattered clouds
523,Angol,CL,-37.8,-72.7167,52.32,80,100,5.23,overcast clouds
524,Wajima,JP,37.4,136.9,64.99,73,100,10.67,overcast clouds
525,Tumarbong,PH,10.3766,119.4579,78.15,88,100,1.41,overcast clouds
526,Egvekinot,RU,66.3167,-179.1667,36.36,74,18,2.13,few clouds
527,Pagudpud,PH,18.5616,120.7868,80.74,80,97,5.55,overcast clouds
528,Victor Harbor,AU,-35.5667,138.6167,60.46,88,88,1.01,overcast clouds
529,Beian,NO,63.6559,9.5683,60.93,88,75,8.05,broken clouds
530,Merritt Island,US,28.5392,-80.672,89.28,74,40,7.0,scattered clouds
531,Sovetskiy,RU,61.3614,63.5842,61.65,53,67,7.16,broken clouds
532,Igrim,RU,63.1906,64.4162,53.94,79,89,4.16,overcast clouds
533,Martapura,ID,-3.4167,114.85,77.09,94,78,1.54,broken clouds
534,Revda,RU,56.801,59.9303,56.21,67,7,4.45,clear sky
535,Vostok,RU,46.4856,135.8833,48.34,96,100,1.57,overcast clouds
536,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,46,40,10.36,scattered clouds
537,Mastic Beach,US,40.7668,-72.8521,90.88,73,94,1.99,overcast clouds
538,Bjornevatn,NO,69.6672,29.9847,44.94,61,40,10.36,scattered clouds
539,Pingliang,CN,35.5392,106.6861,64.15,24,58,4.97,broken clouds
540,Kamenka,RU,51.3223,42.7678,53.22,98,100,7.99,light rain
541,Strabychovo,UA,48.3925,22.5431,60.04,94,82,2.17,broken clouds
542,Trat,TH,12.5,102.5,77.79,92,99,3.09,moderate rain
543,Maragogi,BR,-9.0122,-35.2225,76.06,87,10,10.49,clear sky
544,Garachine,PA,8.0647,-78.3628,82.56,80,87,4.76,overcast clouds
545,Auki,SB,-8.7676,160.7034,79.61,83,18,3.67,few clouds
546,Vestmannaeyjar,IS,63.4427,-20.2734,47.5,86,97,25.26,overcast clouds
547,Kabinda,CD,-6.1333,24.4833,74.34,52,37,4.56,scattered clouds
548,San Vicente,AR,-26.6167,-54.1333,71.65,53,96,3.0,overcast clouds
549,Pitimbu,BR,-7.4706,-34.8086,77.59,85,71,10.76,broken clouds
550,San,ML,13.3034,-4.8956,95.45,25,76,1.61,broken clouds
551,Vrangel,RU,42.7297,133.0839,53.8,91,44,5.97,scattered clouds
552,Alexandria,EG,31.2156,29.9553,71.56,78,40,10.36,scattered clouds
553,Orlovskiy,RU,46.8714,42.0592,56.1,92,100,7.14,light rain
554,Calamar,CO,10.2511,-74.9146,89.55,62,78,13.56,broken clouds
555,Eldoret,KE,0.5204,35.2699,60.89,88,75,3.22,broken clouds
556,Abu Dhabi,AE,24.4667,54.3667,93.22,59,0,8.72,clear sky
557,Hit,IQ,33.6416,42.8251,86.4,20,0,14.16,clear sky
558,Ancona,IT,43.55,13.1667,74.48,60,75,6.69,broken clouds
559,San Buenaventura,MX,27.0833,-101.5333,97.48,20,3,6.15,clear sky
560,Awjilah,LY,29.1081,21.2869,79.57,17,6,6.13,clear sky
561,Huarmey,PE,-10.0681,-78.1522,69.94,72,15,10.74,few clouds
562,Benton Harbor,US,42.1167,-86.4542,89.31,64,42,14.12,scattered clouds
563,Sabha,LY,27.0377,14.4283,83.75,18,0,11.7,clear sky
564,Abu Samrah,SY,35.3029,37.1841,68.56,48,0,8.39,clear sky
565,Eenhana,NA,-17.4667,16.3333,58.75,32,0,8.88,clear sky
566,Bonavista,CA,48.6499,-53.1147,48.2,85,53,16.33,broken clouds
567,Morondava,MG,-20.2833,44.2833,70.12,82,24,9.44,few clouds
568,Ibimirim,BR,-8.5406,-37.6903,73.24,83,39,14.0,scattered clouds
569,Margate,GB,51.3813,1.3862,61.7,82,41,1.99,scattered clouds
570,Ola,RU,59.5833,151.2833,41.36,91,100,18.9,overcast clouds
571,Sorong,ID,-0.8833,131.25,76.96,89,99,11.01,overcast clouds
572,Boo,SE,59.3333,18.2833,60.71,71,1,4.21,clear sky
573,Burnie,AU,-41.0667,145.9167,48.96,77,98,5.77,overcast clouds
574,Nago,JP,26.5881,127.9761,79.23,92,100,6.98,overcast clouds
575,Clarence Town,AU,-32.5833,151.7833,47.86,64,2,5.26,clear sky
576,Saint-Joseph,RE,-21.3667,55.6167,72.46,83,11,2.95,light rain
577,Chegdomyn,RU,51.1167,133.0167,46.4,71,6,0.13,clear sky
578,Sechura,PE,-5.5569,-80.8222,75.47,63,99,16.22,overcast clouds
579,Thinadhoo,MV,0.5333,72.9333,82.02,78,100,14.81,overcast clouds
580,Touho,NC,-20.7833,165.2333,71.47,77,100,7.78,overcast clouds
581,Lazarev,RU,52.225,141.5131,38.77,94,100,4.52,overcast clouds
582,Linhares,BR,-19.3911,-40.0722,70.45,90,10,3.78,clear sky
583,Konstantinovskiy,RU,57.8301,39.5899,53.31,78,1,2.3,clear sky
584,Dzilam Gonzalez,MX,21.2833,-88.9333,90.64,51,100,8.95,overcast clouds
585,Sembe,CG,1.6481,14.5806,71.69,96,100,1.72,light rain
586,Luanda,AO,-8.8368,13.2343,78.8,83,75,9.22,broken clouds
587,Kosonsoy,UZ,41.2561,71.5508,77.56,32,88,6.64,overcast clouds
588,Caraballeda,VE,10.6112,-66.8522,80.67,89,100,8.37,overcast clouds
589,Mangrol,IN,21.1167,70.1167,84.36,69,4,9.13,clear sky
590,Carballo,ES,43.213,-8.691,60.49,90,1,6.13,clear sky
591,Emilio Carranza,MX,19.9711,-96.6114,84.72,70,57,7.2,broken clouds
592,College,US,64.8569,-147.8028,72.0,40,37,5.66,scattered clouds
593,Blind River,CA,46.1834,-82.9582,77.25,76,63,5.82,broken clouds
594,Teregova,RO,45.15,22.2833,56.07,82,5,1.88,clear sky
595,Sungairaya,ID,0.7,108.9,78.69,86,57,4.99,broken clouds
596,Pacific Grove,US,36.6177,-121.9166,82.45,73,13,5.99,few clouds
597,Chumikan,RU,54.7183,135.315,35.74,96,100,3.67,light rain
598,Nabire,ID,-3.3667,135.4833,75.18,92,100,3.53,overcast clouds
599,Bogorodskoye,RU,56.55,37.8833,53.53,92,4,4.61,clear sky
600,Shintomi,JP,32.0785,131.4723,60.28,87,100,3.15,overcast clouds
601,Pineville,US,31.3224,-92.4343,82.33,70,75,1.99,broken clouds
602,Moose Factory,CA,51.2585,-80.6094,51.8,62,1,8.05,clear sky
603,Hauterive,FR,46.0901,3.4459,59.76,96,73,2.59,broken clouds
604,Kirakira,SB,-10.4544,161.9205,80.62,80,94,4.5,overcast clouds
605,Mayo,US,38.8876,-76.5119,95.25,57,10,1.01,clear sky
606,Ibotirama,BR,-12.1853,-43.2206,85.44,35,66,12.44,broken clouds
607,Fomboni,KM,-12.28,43.7425,79.81,71,87,24.02,overcast clouds
608,Beloha,MG,-25.1667,45.05,59.83,79,1,6.2,clear sky
609,Antigonish,CA,45.6169,-61.9986,80.42,60,100,11.01,overcast clouds
610,Simpang,ID,-1.2667,104.0833,76.35,90,97,2.8,overcast clouds
611,Jaguarari,BR,-10.2639,-40.1958,72.32,68,92,7.54,overcast clouds
612,Albacete,ES,38.8333,-2.0,58.19,94,75,7.18,broken clouds
613,Agogo,GH,6.8,-1.0819,73.87,86,77,6.33,broken clouds
614,Escanaba,US,45.7453,-87.0646,94.68,47,57,15.14,broken clouds
615,Santa Fe,AR,-31.6333,-60.7,64.98,52,47,4.0,scattered clouds
616,Heinola,FI,61.2056,26.0381,66.29,69,100,3.6,overcast clouds
617,Port Hedland,AU,-20.3167,118.5667,68.05,52,17,8.05,few clouds
618,Norman,US,35.2226,-97.4395,80.87,72,90,10.36,overcast clouds
619,Ucluelet,CA,48.9329,-125.5528,64.04,73,55,4.0,broken clouds
620,Rawson,AR,-43.3002,-65.1023,49.91,48,0,16.89,clear sky
621,Ulladulla,AU,-35.35,150.4667,49.87,66,5,5.35,clear sky
622,Pascagoula,US,30.3658,-88.5561,77.72,96,100,10.29,moderate rain
623,Uinskoye,RU,56.8817,56.5813,51.33,81,5,1.36,clear sky
624,Yunhe,CN,34.0833,119.7167,69.91,60,0,7.14,light rain
625,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,79,90,15.41,overcast clouds
626,Lagos,NG,6.5833,3.75,80.92,94,100,1.77,overcast clouds
627,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,83.25,43,100,9.22,overcast clouds
628,Belaya Gora,RU,68.5333,146.4167,73.0,29,30,19.13,scattered clouds
629,Voyinka,UA,45.8699,33.9914,61.59,70,70,9.37,broken clouds
630,Gunjur,GM,13.2019,-16.7339,78.87,83,75,12.62,broken clouds
631,Namibe,AO,-15.1961,12.1522,71.82,68,61,1.88,broken clouds
632,Belyy Yar,RU,53.6039,91.3903,44.49,93,75,13.49,light rain
633,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,80.26,24,9,3.51,clear sky
634,Ahuimanu,US,21.4447,-157.8378,83.75,63,34,18.01,scattered clouds
635,Teknaf,BD,20.8624,92.3058,81.59,85,100,2.1,overcast clouds
636,Shingu,JP,33.7333,135.9833,64.26,97,100,4.65,overcast clouds
637,Tarakan,ID,3.3,117.6333,81.14,79,100,5.99,overcast clouds
638,Taft,IR,31.7471,54.2088,84.15,11,0,6.73,clear sky
639,Rathkeale,IE,52.5244,-8.9381,54.91,71,20,4.41,few clouds
640,Bhim Tal,IN,29.35,79.5667,68.47,45,55,4.47,broken clouds
641,Chiredzi,ZW,-21.05,31.6667,56.71,73,71,5.12,broken clouds
642,Castle Rock,US,39.3722,-104.8561,90.82,20,0,1.99,clear sky
643,Bay City,US,43.5945,-83.8889,89.6,31,1,18.39,clear sky
644,Marzuq,YE,14.4,46.4667,79.93,33,49,9.98,scattered clouds
645,Las Guacamayas,MX,18.0167,-102.2167,89.89,52,47,10.38,scattered clouds
646,Cabedelo,BR,-6.9811,-34.8339,79.47,81,38,10.22,scattered clouds
647,Vytegra,RU,61.0064,36.4481,59.47,65,0,3.33,clear sky
648,Sao Felix Do Xingu,BR,-6.6447,-51.995,80.24,67,52,2.95,broken clouds
649,Vestmanna,FO,62.1564,-7.1664,49.12,100,90,9.91,overcast clouds
650,Sisophon,KH,13.5859,102.9737,79.88,79,99,5.59,overcast clouds
651,Tanda,IN,26.55,82.65,90.39,42,7,6.15,clear sky
652,Flin Flon,CA,54.7682,-101.865,58.84,94,90,8.08,overcast clouds
653,Coquimbo,CL,-29.9533,-71.3436,56.93,88,90,5.77,overcast clouds
654,Conde,BR,-7.2597,-34.9075,78.26,83,20,8.48,few clouds
655,High Prairie,CA,55.4334,-116.4858,64.15,42,52,8.81,broken clouds
656,Nhulunbuy,AU,-12.2333,136.7667,74.01,78,100,6.91,overcast clouds
657,Praia,CV,14.9215,-23.5087,75.74,73,0,24.16,clear sky
658,Ukiah,US,39.1502,-123.2078,97.02,27,40,10.36,haze
659,Orlik,RU,52.5178,99.825,46.94,89,100,7.2,light rain
660,Anicuns,BR,-16.4611,-49.9617,74.03,44,67,4.03,broken clouds
661,Bayan,CN,46.0833,127.4,51.91,93,25,3.56,scattered clouds
662,Adrar,MR,20.5022,-10.0711,95.02,17,2,20.0,clear sky
663,Toporu,RO,44.0106,25.6528,66.9,64,21,6.89,few clouds
664,Vangaindrano,MG,-23.35,47.6,66.52,87,35,11.41,light rain
665,Waiuku,NZ,-37.25,174.75,61.25,90,100,9.24,overcast clouds
666,Aswan,EG,24.0934,32.907,83.7,19,7,14.2,clear sky
667,Kang,BW,-23.6752,22.7876,47.66,53,0,8.72,clear sky
668,Pital,CO,2.2665,-75.8044,82.17,64,67,5.1,broken clouds
669,Ostrovnoy,RU,68.0531,39.5131,40.32,86,14,9.89,few clouds
670,Kambove,CD,-10.8764,26.5969,63.0,54,95,5.21,overcast clouds
671,Piste,MX,20.7,-88.5833,95.76,35,100,6.38,overcast clouds
672,Cochrane,CA,51.1834,-114.4687,56.03,67,75,13.33,broken clouds
673,Gorom-Gorom,BF,14.4439,-0.2361,91.67,31,3,21.47,clear sky
674,Athabasca,CA,54.7169,-113.2854,68.41,44,100,6.4,overcast clouds
675,Tucuma,BR,-0.1833,-50.05,79.68,81,12,7.78,few clouds
676,Liverpool,GB,53.4106,-2.9779,63.14,83,100,2.01,overcast clouds
677,North Myrtle Beach,US,33.816,-78.68,84.34,89,20,1.99,few clouds
678,Barkly West,ZA,-28.5354,24.5215,42.08,29,0,7.81,clear sky
679,Riyadh,SA,24.6877,46.7219,100.45,14,0,5.75,clear sky
680,Taber,CA,49.8167,-112.1518,78.91,19,75,23.02,broken clouds
681,Iquique,CL,-20.2208,-70.1431,64.44,73,5,5.21,clear sky
682,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,75.88,54,100,5.28,overcast clouds
683,Tadine,NC,-21.55,167.8833,72.01,79,100,17.49,overcast clouds
684,Gambela,ET,8.25,34.5833,72.16,89,51,2.84,light rain
685,Jinchang,CN,38.4953,102.1739,70.3,37,100,9.48,overcast clouds
686,Ruteng,ID,-8.6136,120.4721,61.77,92,76,2.24,broken clouds
687,Mineros,BO,-17.1167,-63.2333,81.99,46,99,7.94,overcast clouds
688,Nieuw Amsterdam,SR,5.8833,-55.0833,82.42,83,20,10.25,few clouds
689,Guane,CU,22.2025,-84.0875,85.35,63,64,6.15,broken clouds
